,Time,Subject,Behavior,Modifier.1,Hammer,Anvil,Complete,Nut_Crack,Nut_Number,Event
1191,2534.321,EXAMPLE,grasp,1NUT,8,34,N,Y,17,grasp 1NUT
1192,2534.82,EXAMPLE,place,1NUT,8,34,N,Y,17,place 1NUT
1193,2535.066,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1194,2535.821,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1195,2538.819,EXAMPLE,grasp,4KERNEL,8,34,N,Y,17,grasp 4KERNEL
1196,2539.072,EXAMPLE,eat,4KERNEL,8,34,N,Y,17,eat 4KERNEL
1197,2539.569,EXAMPLE,drop,5SHELL,8,34,N,Y,17,drop 5SHELL
1198,2554.076,EXAMPLE,grasp,1NUT,8,34,N,Y,17,grasp 1NUT
1199,2554.323,EXAMPLE,place,1NUT,8,34,N,Y,17,place 1NUT
1200,2554.323,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1201,2555.32,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1202,2559.324,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1203,2559.569,EXAMPLE,touchhand,1NUT,8,34,N,Y,17,touchhand 1NUT
1204,2560.821,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1205,2562.566,EXAMPLE,grasp,4KERNEL,8,34,N,Y,17,grasp 4KERNEL
1206,2566.068,EXAMPLE,peelteeth,5SHELL,8,34,N,Y,17,peelteeth 5SHELL
1207,2568.067,EXAMPLE,peelteeth,5SHELL,8,34,N,Y,17,peelteeth 5SHELL
1208,2574.068,EXAMPLE,peelteeth,5SHELL,8,34,N,Y,17,peelteeth 5SHELL
1209,2575.818,EXAMPLE,eat,4KERNEL,8,34,N,Y,17,eat 4KERNEL
1210,2576.317,EXAMPLE,drop,5SHELL,8,34,N,Y,17,drop 5SHELL
1211,2577.82,EXAMPLE,grasp,1NUT,8,34,N,Y,17,grasp 1NUT
1212,2578.816,EXAMPLE,place,1NUT,8,34,N,Y,17,place 1NUT
1213,2579.566,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1214,2582.319,EXAMPLE,grasp,4KERNEL,8,34,N,Y,17,grasp 4KERNEL
1215,2584.815,EXAMPLE,eat,4KERNEL,8,34,N,Y,17,eat 4KERNEL
1216,2587.07,EXAMPLE,grasp,1NUT,8,34,N,Y,17,grasp 1NUT
1217,2587.569,EXAMPLE,place,1NUT,8,34,N,Y,17,place 1NUT
1218,2587.816,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1219,2589.32,EXAMPLE,touchhand,1NUT,8,34,N,Y,17,touchhand 1NUT
1220,2589.57,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1221,2591.315,EXAMPLE,touchhand,1NUT,8,34,N,Y,17,touchhand 1NUT
1222,2592.068,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1223,2594.066,EXAMPLE,grasp,4KERNEL,8,34,N,Y,17,grasp 4KERNEL
1224,2596.07,EXAMPLE,eat,4KERNEL,8,34,N,Y,17,eat 4KERNEL
1225,2596.569,EXAMPLE,drop,5SHELL,8,34,N,Y,17,drop 5SHELL
1226,2597.816,EXAMPLE,grasp,1NUT,8,34,N,Y,17,grasp 1NUT
1227,2598.07,EXAMPLE,place,1NUT,8,34,N,Y,17,place 1NUT
1228,2603.32,EXAMPLE,grasp,5SHELL,8,34,N,Y,17,grasp 5SHELL
1229,2603.57,EXAMPLE,drop,5SHELL,8,34,N,Y,17,drop 5SHELL
1230,2605.068,EXAMPLE,grasp,5SHELL,8,34,N,Y,17,grasp 5SHELL
1231,2605.569,EXAMPLE,drop,5SHELL,8,34,N,Y,17,drop 5SHELL
1232,2607.069,EXAMPLE,touchhand,1NUT,8,34,N,Y,17,touchhand 1NUT
1233,2607.319,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1234,2607.817,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1235,2608.32,EXAMPLE,touchhand,1NUT,8,34,N,Y,17,touchhand 1NUT
1236,2609.318,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1237,2610.818,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1238,2614.067,EXAMPLE,grasp,4KERNEL,8,34,N,Y,17,grasp 4KERNEL
1239,2617.065,EXAMPLE,peelteeth,5SHELL,8,34,N,Y,17,peelteeth 5SHELL
1240,2618.07,EXAMPLE,eat,4KERNEL,8,34,N,Y,17,eat 4KERNEL
1241,2618.315,EXAMPLE,drop,5SHELL,8,34,N,Y,17,drop 5SHELL
1242,2624.817,EXAMPLE,grasp,1NUT,8,34,N,Y,17,grasp 1NUT
1243,2626.819,EXAMPLE,place,1NUT,8,34,N,Y,17,place 1NUT
1244,2627.568,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1245,2628.319,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1246,2628.819,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1247,2632.067,EXAMPLE,grasp,4KERNEL,8,34,N,Y,17,grasp 4KERNEL
1248,2632.567,EXAMPLE,eat,4KERNEL,8,34,N,Y,17,eat 4KERNEL
1249,2650.318,EXAMPLE,grasp,1NUT,8,34,N,Y,17,grasp 1NUT
1250,2650.566,EXAMPLE,place,1NUT,8,34,N,Y,17,place 1NUT
1251,2651.07,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1252,2651.82,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1253,2655.569,EXAMPLE,grasp,4KERNEL,8,34,N,Y,17,grasp 4KERNEL
1254,2657.069,EXAMPLE,eat,4KERNEL,8,34,N,Y,17,eat 4KERNEL
1255,2666.567,EXAMPLE,grasp,1NUT,8,34,N,Y,17,grasp 1NUT
1256,2666.82,EXAMPLE,place,1NUT,8,34,N,Y,17,place 1NUT
1257,2667.319,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1258,2668.569,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1259,2669.318,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1260,2670.425,EXAMPLE,touchhand,1NUT,8,34,N,Y,17,touchhand 1NUT
1261,2671.565,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1262,2672.427,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1263,2674.68,EXAMPLE,touchhand,1NUT,8,34,N,Y,17,touchhand 1NUT
1264,2674.928,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1265,2675.679,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1266,2677.928,EXAMPLE,touchhand,4KERNEL,8,34,N,Y,17,touchhand 4KERNEL
1267,2678.426,EXAMPLE,grasp,4KERNEL,8,34,N,Y,17,grasp 4KERNEL
1268,2679.43,EXAMPLE,eat,4KERNEL,8,34,N,Y,17,eat 4KERNEL
1269,2680.429,EXAMPLE,grasp,1NUT,8,34,N,Y,17,grasp 1NUT
1270,2681.678,EXAMPLE,place,1NUT,8,34,N,Y,17,place 1NUT
1271,2683.428,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1272,2684.434,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1273,2685.427,EXAMPLE,touchhand,1NUT,8,34,N,Y,17,touchhand 1NUT
1274,2685.678,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1275,2686.928,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1276,2687.68,EXAMPLE,touchhand,1NUT,8,34,N,Y,17,touchhand 1NUT
1277,2688.68,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1278,2689.929,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1279,2692.18,EXAMPLE,touchhand,4KERNEL,8,34,N,Y,17,touchhand 4KERNEL
1280,2694.93,EXAMPLE,grasp,1NUT,8,34,N,Y,17,grasp 1NUT
1281,2695.428,EXAMPLE,place,1NUT,8,34,N,Y,17,place 1NUT
1282,2695.681,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1283,2697.176,EXAMPLE,touchhand,1NUT,8,34,N,Y,17,touchhand 1NUT
1284,2697.426,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1285,2698.93,EXAMPLE,touchhand,1NUT,8,34,N,Y,17,touchhand 1NUT
1286,2699.429,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1287,2700.928,EXAMPLE,touchhand,1NUT,8,34,N,Y,17,touchhand 1NUT
1288,2701.679,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1289,2705.18,EXAMPLE,grasp,4KERNEL,8,34,N,Y,17,grasp 4KERNEL
1290,2707.18,EXAMPLE,peelteeth,5SHELL,8,34,N,Y,17,peelteeth 5SHELL
1291,2710.93,EXAMPLE,eat,4KERNEL,8,34,N,Y,17,eat 4KERNEL
1292,2711.179,EXAMPLE,drop,5SHELL,8,34,N,Y,17,drop 5SHELL
1293,2713.429,EXAMPLE,grasp,1NUT,8,34,N,Y,17,grasp 1NUT
1294,2713.68,EXAMPLE,place,1NUT,8,34,N,Y,17,place 1NUT
1295,2714.178,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1296,2714.926,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1297,2721.929,EXAMPLE,grasp,1NUT,8,34,N,Y,17,grasp 1NUT
1298,2723.179,EXAMPLE,place,1NUT,8,34,N,Y,17,place 1NUT
1299,2723.179,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1300,2723.928,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1301,2726.682,EXAMPLE,grasp,4KERNEL,8,34,N,Y,17,grasp 4KERNEL
1302,2729.678,EXAMPLE,eat,4KERNEL,8,34,N,Y,17,eat 4KERNEL
1303,2730.179,EXAMPLE,drop,5SHELL,8,34,N,Y,17,drop 5SHELL
1304,2733.178,EXAMPLE,grasp,1NUT,8,34,N,Y,17,grasp 1NUT
1305,2733.93,EXAMPLE,place,1NUT,8,34,N,Y,17,place 1NUT
1306,2734.18,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1307,2735.682,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1308,2736.68,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1309,2737.679,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1310,2739.43,EXAMPLE,touchhand,1NUT,8,34,N,Y,17,touchhand 1NUT
1311,2739.679,EXAMPLE,strikeonehand,2HAMMER,8,34,N,Y,17,strikeonehand 2HAMMER
1312,2742.428,EXAMPLE,grasp,4KERNEL,8,34,N,Y,17,grasp 4KERNEL
1313,2746.93,EXAMPLE,eat,4KERNEL,8,34,N,Y,17,eat 4KERNEL
1314,2747.18,EXAMPLE,spit,5SHELL,8,34,N,Y,17,spit 5SHELL
1315,2748.928,EXAMPLE,drop,2HAMMER,8,34,N,Y,17,drop 2HAMMER
1316,2751.176,EXAMPLE,relocate,,8,34,N,Y,17,relocate 
1317,2796.429,EXAMPLE,relocate,,6,37,Y,Y,4,relocate 
1318,2796.68,EXAMPLE,grasp,2HAMMER,6,37,Y,Y,4,grasp 2HAMMER
1319,2797.179,EXAMPLE,relocate,,6,37,Y,Y,4,relocate 
1320,2797.959,EXAMPLE,grasp,3ANVIL,6,37,Y,Y,4,grasp 3ANVIL
1321,2798.46,EXAMPLE,place,3ANVIL,6,37,Y,Y,4,place 3ANVIL
1322,2799.959,EXAMPLE,place,1NUT,6,37,Y,Y,4,place 1NUT
1323,2800.21,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1324,2801.457,EXAMPLE,supportfoot,3ANVIL,6,37,Y,Y,4,supportfoot 3ANVIL
1325,2807.71,EXAMPLE,grasp,1NUT,6,37,Y,Y,4,grasp 1NUT
1326,2808.458,EXAMPLE,place,1NUT,6,37,Y,Y,4,place 1NUT
1327,2810.46,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1328,2812.459,EXAMPLE,grasp,1NUT,6,37,Y,Y,4,grasp 1NUT
1329,2812.958,EXAMPLE,place,1NUT,6,37,Y,Y,4,place 1NUT
1330,2815.455,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1331,2817.709,EXAMPLE,grasp,4KERNEL,6,37,Y,Y,4,grasp 4KERNEL
1332,2821.21,EXAMPLE,eat,4KERNEL,6,37,Y,Y,4,eat 4KERNEL
1333,2822.958,EXAMPLE,place,1NUT,6,37,Y,Y,4,place 1NUT
1334,2823.458,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1335,2823.958,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1336,2824.206,EXAMPLE,touchhand,1NUT,6,37,Y,Y,4,touchhand 1NUT
1337,2826.209,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1338,2827.459,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1339,2836.46,EXAMPLE,grasp,1NUT,6,37,Y,Y,4,grasp 1NUT
1340,2837.206,EXAMPLE,place,1NUT,6,37,Y,Y,4,place 1NUT
1341,2837.456,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1342,2838.457,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1343,2841.209,EXAMPLE,touchhand,1NUT,6,37,Y,Y,4,touchhand 1NUT
1344,2841.46,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1345,2842.96,EXAMPLE,grasp,4KERNEL,6,37,Y,Y,4,grasp 4KERNEL
1346,2844.46,EXAMPLE,peelteeth,5SHELL,6,37,Y,Y,4,peelteeth 5SHELL
1347,2845.955,EXAMPLE,eat,4KERNEL,6,37,Y,Y,4,eat 4KERNEL
1348,2847.458,EXAMPLE,grasp,1NUT,6,37,Y,Y,4,grasp 1NUT
1349,2847.71,EXAMPLE,place,1NUT,6,37,Y,Y,4,place 1NUT
1350,2848.71,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1351,2849.208,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1352,2852.709,EXAMPLE,grasp,4KERNEL,6,37,Y,Y,4,grasp 4KERNEL
1353,2853.205,EXAMPLE,eat,4KERNEL,6,37,Y,Y,4,eat 4KERNEL
1354,2855.96,EXAMPLE,grasp,1NUT,6,37,Y,Y,4,grasp 1NUT
1355,2856.457,EXAMPLE,place,1NUT,6,37,Y,Y,4,place 1NUT
1356,2859.206,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1357,2866.457,EXAMPLE,grasp,1NUT,6,37,Y,Y,4,grasp 1NUT
1358,2866.71,EXAMPLE,place,1NUT,6,37,Y,Y,4,place 1NUT
1359,2867.209,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1360,2873.96,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1361,2875.959,EXAMPLE,grasp,4KERNEL,6,37,Y,Y,4,grasp 4KERNEL
1362,2876.207,EXAMPLE,eat,4KERNEL,6,37,Y,Y,4,eat 4KERNEL
1363,2882.958,EXAMPLE,grasp,1NUT,6,37,Y,Y,4,grasp 1NUT
1364,2883.96,EXAMPLE,place,1NUT,6,37,Y,Y,4,place 1NUT
1365,2884.96,EXAMPLE,strikeonehand,2HAMMER,6,37,Y,Y,4,strikeonehand 2HAMMER
1366,2887.96,EXAMPLE,grasp,4KERNEL,6,37,Y,Y,4,grasp 4KERNEL
1367,2888.455,EXAMPLE,eat,4KERNEL,6,37,Y,Y,4,eat 4KERNEL
1368,2890.956,EXAMPLE,relocate,,6,37,Y,Y,4,relocate 
